"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090006964","서현고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","20140316","20140301","4113510500","경기도 성남시 분당구 서현동",".","","13588","경기도 성남시 분당구 분당로 87",", 서현고등학교부설방송통신고등학교 (서현동)","37.3817863","127.12355","031-789-5326","031-702-8412","http://www.seohyun.hs.kr/","남녀공학"
"경기도교육청","경기도교육청","경기도 부천시","S090006965","상동고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","20140316","20140301","4119010900","경기도 부천시 상동","620-1 .","420030","14594","경기도 부천시 원미구 상이로 22","(상동)","37.4910295","126.7449762","032-220-5009","032-328-7455","http://cyber.hs.kr/","남녀공학"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090005830","티엘비유글로벌학교(초)","19","사립","","N","단설","주간","20080319","20080205","4128111900","경기도 고양시 덕양구 내유동","300-9.","412520","10264","경기도 고양시 덕양구 내유길 231",", 구번지 300-9 (내유동, 티엘비유글로벌학교)","37.7259831","126.867114","031-960-1171","031-960-1150","http://tlbugs.ac.kr","남녀공학"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090006637","쉐마기독학교(초)","19","사립","","N","단설","주간","20110301","20110301","4163031021","경기도 양주시 은현면 용암리","861.","11429","11429","경기도 양주시 은현면 화합로1080번길 184-16","(은현면)","37.84952","127.026507","031-858-3144","031-858-3143","http://ishema.org","남녀공학"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090007017","광성드림학교(초)","19","사립","","N","단설","주간","20140313","20140228","4128710500","경기도 고양시 일산서구 덕이동",".","","10231","경기도 고양시 일산서구 하이파크로 161","(덕이동, 거룩한빛 광성교회 교육관)","37.7038531","126.7573847","031-929-9500","031-929-9508","http://ksdream.or.kr","남녀공학"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090006968","호원중학교부설방송통신중학교","25","공립","","N","부설","주간","20140301","20140301","4115010200","경기도 의정부시 호원동",".","","11639","경기도 의정부시 호암로 205","(호원동)","37.7","127.0","031-829-0742","031-829-0744","http://","남녀공학"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090006969","수원제일중학교부설방송통신중학교","25","공립","","N","부설","주간","20140301","20140301","4111513800","경기도 수원시 팔달구 화서동",".","","16434","경기도 수원시 팔달구 수성로244번길 37-52","(화서동, 제일중학교)","37.2871384","127.0007732","031-255-2084","031-247-3892","http://","남녀공학"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090007165","광명중학교부설방송통신중학교","25","공립","","N","부설","주간","20160301","20160301","4121010200","경기도 광명시 철산동",".","","14234","경기도 광명시 오리로876번길 27","(철산동)","37.4780952","126.8672472","02-2684-3669","02-2616-9171","http://www.km.ms.kr","남녀공학"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090007166","삼평중학교부설방송통신중학교","25","공립","","N","부설","주간","20160301","20160301","4113510900","경기도 성남시 분당구 삼평동",".","","13492","경기도 성남시 분당구 대왕판교로644번길 77","(삼평동)","37.400622","127.115349","031-8016-1044","031-8016-1014","http://www.sampyung.ms.kr","남녀공학"
"강원도교육청","강원도홍천교육지원청","강원도 홍천군","S100003962","해밀학교","09","사립","","N","단설","주간","20180301","20180301","4272036029","강원도 홍천군 남면 용수리",".","","25105","강원도 홍천군 남면 남노일로 720-8","(남면, 해밀학교)","37.6303281","27.761487","070-4184-8761","0504-841-8761","http://haemillschool.gwe.ms.kr","남녀공학"
"강원도교육청","강원도교육청","강원도 동해시","S100000408","묵호고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19811211","19811211","4217011000","강원도 동해시 부곡동","217 번지.","240030","240813","강원도 동해시 승지로 37","(부곡동,묵호고등학교)","37.5376955","129.0957802","033-535-7503","033-532-7501","","남녀공학"
"강원도교육청","강원도교육청","강원도 속초시","S100000445","설악고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부속","주간","19870114","19870114","4221010800","강원도 속초시 조양동","589-7.","217811","24869","강원도 속초시 청대로 219","(조양동, 설악고등학교)","38.1853884","128.5735843","033-630-0300","033-630-0310","","남녀공학"
"강원도교육청","강원도교육청","강원도 원주시","S100000467","원주고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19760318","19760318","4213010500","강원도 원주시 개운동","127-1 번지.","220110","26442","강원도 원주시 치악로 1765","(개운동, 원주고등학교)","37.3395635","127.9542056","033-740-9000","033-740-9029","","남녀공학"
"강원도교육청","강원도교육청","강원도 춘천시","S100000511","춘천고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19741203","19741203","4211011500","강원도 춘천시 소양로3가","149-1 번지.","200113","24274","강원도 춘천시 중앙로68번길 37","(소양로3가,춘천고등학교)","37.8810529","127.7231703","033-240-2105","033-254-6703","http://www.cyber.hs.kr/achs/chunchon","남녀공학"
"강원도교육청","강원도교육청","강원도 춘천시","S100000518","춘천여자고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19741231","19741231","4211031000","강원도 춘천시 동면","산 133-15.","200852","24213","강원도 춘천시 동면 만천양지길 95","(동면, 춘천여자고등학교)","37.8880295","127.7634089","033-256-5297","033-253-5295","","녀"
"강원도교육청","강원도교육청","강원도 태백시","S100000540","황지고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19760301","19760301","4219010100","강원도 태백시 황지동","232 번지.","235019","26033","강원도 태백시 번영로 179",", 황지고등학교 (황지동)","37.1604155","128.9845899","033-550-0770","033-550-0702","hwangji.gwe.hs.kr","남녀공학"
"강원도교육청","강원도교육청","강원도 강릉시","S100003159","강릉제일고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19741231","19741231","4215011000","강원도 강릉시 교동","886번지.","210923","25504","강원도 강릉시 화부산로8번길 37","(교동)","37.7596936","128.8897774","033-650-0100","033-641-5119","","남녀공학"
"강원도교육청","강원도홍천교육지원청","강원도 홍천군","S100003974","노천초등학교","19","공립","","N","단설","주간","20190301","20190301","4272035030","강원도 홍천군 동면 노천리",".","","25155","강원도 홍천군 동면 공작산로 1220","(동면)","37.6","128.0","033-434-9712","033-434-9714","http://nocheon.gwe.es.kr","남녀공학"
"강원도교육청","강원도춘천교육지원청","강원도 춘천시","S100003917","남춘천중학교부설방송통신중학교","25","공립","","N","부속","주간","20150302","20150302","4211012100","강원도 춘천시 온의동",".","","24439","강원도 춘천시 충혼길 51",", 남춘천중학교부설방송통신중학교 (온의동, 남춘천중학교)","37.859624","127.721713","033-250-9500","033-250-9598","http://ncc.gwe.ms.kr","남녀공학"
"강원도교육청","강원도원주교육지원청","강원도 원주시","S100003920","원주중학교부설방송통신중학교","25","공립","","N","부속","주간","20150302","20150302","4213010700","강원도 원주시 단구동",".","","26445","강원도 원주시 치악로 1724",", 원주중학교부설방송통신중학교 (단구동, 원주중학교)","37.33714","127.958175","033-763-5172","033-763-5176","http://wjm.gwe.ms.kr","남녀공학"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100003921","강릉중학교부설방송통신중학교","25","공립","","N","부속","주간","20150301","20150301","4215012500","강원도 강릉시 입암동","3층 강릉중학교부설방송통신중학교 교무실.","210938","25582","강원도 강릉시 강중길44번길 8","(입암동, 강릉중학교)","37.7548165","128.9086397","033-650-6010","033-641-6395","http://www.kneung.ms.kr","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 음성군","S110002077","글로벌선진학교(중)","09","사립","","N","단설","주간","20110301","20110301","4377032031","충청북도 음성군 원남면 조촌리","원중로 406-9.","369860","27727","충청북도 음성군 원남면 원중로 406-9","(원남면, 글로벌비전크리스찬스쿨)","36.876069","127.610007","043-871-7091","043-871-7099","http://www.gvcs-es.org","남녀공학"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110002203","은여울중학교","09","공립","","N","단설","주간","20170306","20170301","4375033028","충청북도 진천군 문백면 은탄리",".","365863","27867","충청북도 진천군 문백면 농다리로 536-45",", 은여울중학교 (문백면)","36.63","127.49","043-530-5807","043-534-5834","http://school.cbe.go.kr/eyu-m","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 청주시 상당구","S110002209","다다예술학교","09","사립","","N","단설","주간","20170301","20170301","4311131023","충청북도 청주시 상당구 낭성면 추정리",".","363862","28194","충청북도 청주시 상당구 낭성면 단재로 1794","(낭성면)","36.591113","127.611061","043-288-5161","043-258-5161","http://www.ddart.org","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 음성군","S110002076","글로벌선진학교","10","사립","","N","단설","주간","20110301","20110301","4377032031","충청북도 음성군 원남면 조촌리",".","369862","27727","충청북도 음성군 원남면 원중로 406-9","(원남면)","36.876069","127.610007","043-871-7091","043-871-7099","http://www.gvcs-es.org","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 제천시","S110002088","한국폴리텍다솜고등학교","10","사립","","N","단설","주간","20120302","20111130","4315012100","충청북도 제천시 강제동","145.","390160","27205","충청북도 제천시 원강저로 94","(강제동)","37.1125717","128.2199298","043-649-2800","043-649-2819","http://dasom.kopo.ac.kr","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 진천군","S110002308","은여울고등학교","10","공립","일반고등학교","","단설","주간","20210301","20210301","4375033028","충청북도 진천군 문백면 은탄리",".","365863","27867","충청북도 진천군 문백면 농다리로 536-45","(문백면, 은여울고등학교)","36.79357","127.48612","043-530-5806","043-534-5834","http://school.cbe.go.kr/","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 청주시 흥덕구","S110000213","청주고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19750301","19750301","4311311400","충청북도 청주시 흥덕구 복대동","869번지.","361271","28573","충청북도 청주시 흥덕구 사직대로 79",", 청주고등학교 (복대동)","36.635779","127.455055","043-269-1235","043-269-1236","http://cyber.hs.kr/servlet/controller.ho","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110000243","충주고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19810216","19810216","4313010700","충청북도 충주시 호암동","558번지.","380130","27414","충청북도 충주시 예성로 37","(호암동, 충주고등학교)","36.9627133","127.9287837","043-840-6709","043-848-2888","","남녀공학"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110002222","다다예술학교(초)","19","사립","","N","단설","주간","20170301","20170301","4311131023","충청북도 청주시 상당구 낭성면 추정리",".","","28194","충청북도 청주시 상당구 낭성면 단재로 1794",", 다다예술학교 (낭성면)","36.591113","127.611061","043-288-5161","043-258-5161","http://www.ddart.org","남녀공학"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110002249","주성중학교부설방송통신중학교","25","공립","","N","부설","주간","20180301","20180301","4311410300","충청북도 청주시 청원구 율량동",".","","28319","충청북도 청주시 청원구 율량로 152",", 주성중학교부설방송통신중학교 (율량동)","36.669523127","498604","043-279-8212","043-257-3092","http://school.cbe.go.kr/jusung-m","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 홍성군","S120001248","풀무농업고등기술학교","08","사립","특성화고등학교","N","단설","주간","19580423","19650123","4480033034","충청남도 홍성군 홍동면 팔괘리","664.","350814","32283","충청남도 홍성군 홍동면 광금남로699번길 22-33","(홍동면)","36.5636406383671","126.687673495767","041-663-3021","041-633-6373","http://poolmoo.cnehs.kr","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 아산시","S120002836","여해학교","09","공립","","N","단설","주간","20130301","20130301","4420025033","충청남도 아산시 염치읍 백암리",".","","31451","충청남도 아산시 염치읍 현충사길 93","(염치읍,충무교육원)","36.8","127","041-539-5452","041-544-6326","http://yeohae.cnesc.kr","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 천안시 동남구","S120002923","드림학교","10","사립","일반고등학교","N","단설","주간","20180416","20180402","4413111000","충청남도 천안시 동남구 삼룡동",".","","31071","충청남도 천안시 동남구 충절로 535-31","(삼룡동)","36.7","127.1","041-563-1934","041-563-1935","http://drim.caesc.kr","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 아산시","S120002934","충남다사랑학교","10","공립","일반고등학교","N","단설","주간","20190901","20190901","4420036035","충청남도 아산시 둔포면 염작리",".","","31409","충청남도 아산시 둔포면 아산밸리동로 247","(둔포면)","36.916659","127.066986","041-427-3505","041-549-6692","http://cndalove.cnesc.kr/","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 천안시 동남구","S120000247","천안중앙고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19910110","19910110","4413110700","충청남도 천안시 동남구 원성동","460-1.","330070","31126","충청남도 천안시 동남구 충절로 91","(원성동,천안중앙고등학교)","36.8108763","127.1594663","041-563-3352","041-551-4335","","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 홍성군","S120000273","홍성고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19811211","19811211","4480025625","충청남도 홍성군 홍북읍 신경리","343-3.","350805","32264","충청남도 홍성군 홍북면 홍학로 49","(홍북면)","36.650125","126.672741","041-632-2610","041-633-8610","","남녀공학"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120002914","천안중학교부설방송통신중학교","25","공립","","N","부설","주간","20180301","20180301","4413110700","충청남도 천안시 동남구 원성동",".","","31127","충청남도 천안시 동남구 충절로 90","(원성동)","36.8113328","127.1569533","041-567-0900","041-563-0243","http://www.cyber.ms.kr/user/index.do","남녀공학"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120002926","홍성여자중학교부설방송통신중학교","25","공립","","N","부설","주간","20190309","20190301","4480025023","충청남도 홍성군 홍성읍 소향리",".","","32216","충청남도 홍성군 홍성읍 도청대로 29-21","(홍성읍)","36.6077848","126.6608044","041-632-2629","041-633-8830","http://honggs.cnems.kr","남녀공학"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000415","전주고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19740323","19740323","4511112000","전라북도 전주시 완산구 중노송동","2가 488번지.","560100","55007","전라북도 전주시 완산구 권삼득로 2","(중노송동, 전주고등학교)","35.826187","127.151774","063-283-3050","063-282-6316","","남"
"전라북도교육청","전라북도교육청","전라북도 전주시 덕진구","S130000427","전주여자고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부속","주간","19750406","19750406","4511310400","전라북도 전주시 덕진구 인후동2가","35번지.","561232","54927","전라북도 전주시 덕진구 모래내6길 14","(인후동2가,전주여자고등학교)","35.8358432","127.1460025","063-710-5500","063-710-5577","http://www.jjg.hs.kr","녀"
"전라북도교육청","전라북도전주교육지원청","전라북도 전주시 덕진구","S130002713","전라중학교부설방송통신중학교","25","공립","","N","단설","주간","20150314","20150314","4511310500","전라북도 전주시 덕진구 덕진동1가",".","","54894","전라북도 전주시 덕진구 들사평1길 39","(덕진동1가, 전라중학교)","35.8384634","127.122792","063-252-2758","063-275-6701","http://www.jeolla.ms.kr","남녀공학"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140005584","월광기독학교","09","사립","","N","단설","주간","20150301","20150301","4686035025","전라남도 함평군 대동면 강운리",".","","57140","전라남도 함평군 대동면 함장로 1750-37",", 월광기독학교 (대동면)","35.0","126.5","061-895-0000","0618950099","http://wcs.ms.jne.kr","남녀공학"
"전라남도교육청","전라남도광양교육지원청","전라남도 광양시","S140005647","이음학교","09","공립","","","단설","주간","20200901","20200901","4623025030","전라남도 광양시 광양읍 용강리",".","","57749","전라남도 광양시 광양읍 제철로 59",", 이음학교","34.9555932","127.608188","061-761-1283","061-761-1217","https://jnsei.da.jne.kr/user/indexMain.action?siteId=jnseia_da","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 강진군","S140005576","성요셉상호문화고등학교","10","사립","","N","단설","주간","20180301","20180301","4681025026","전라남도 강진군 강진읍 평동리",".","","59239","전라남도 강진군 강진읍 금릉2길 24",", 성요셉상호문화고등학교 (강진읍)","34.4","126.5","061-432-9240","061-433-5004","http://stjoseph.hs.jne.kr/","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 함평군","S140005639","월광기독학교","10","사립","","N","단설","주간","20200301","20200301","4686035025","전라남도 함평군 대동면 강운리",".","","57140","전라남도 함평군 대동면 함장로 1750-37","(대동면, 학교법인월광학교)","35.093267","126.564920","061-895-0000","061-895-0099","http://","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 담양군","S140005648","송강고등학교","10","공립","","","단설","주간","20210301","20210301","4671031000","전라남도 담양군 봉산면",".","","57372","전라남도 담양군 봉산면 송강정로 170","(봉산면)","35.25393","126.94827","061-380-5920","061-380-5949","http://songgang.hs.jne.kr","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 목포시","S140000197","목포고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19790214","19790301","4611010100","전라남도 목포시 용당동","970-6번지.","530361","58649","전라남도 목포시 산정로 224번길 11","(용당동)","34.808625","126.390975","061-800-7079","061-800-7099","www.mokpo.hs.kr","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 순천시","S140000243","순천고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19790407","19790224","4615011700","전라남도 순천시 인제동","80번지.","540160","57958","전라남도 순천시 우석로 191","(인제동)","34.9453199","127.4856308","061-759-7271","061-759-7277","http://suncheon.hs.jne.kr","남녀공학"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140005554","순천연향중학교부설방송통신중학교","25","공립","","N","부속","주간","20160313","20150831","4615011400","전라남도 순천시 연향동",".","","57981","전라남도 순천시 연향중앙상가길 67","(연향동)","34.9478452","127.5207399","061-729-7691","061-721-0607","http://scyh.ms.jne.kr","남녀공학"
"전라남도교육청","전라남도목포교육지원청","전라남도 목포시","S140005555","목포중앙여자중학교부설방송통신중학교","25","공립","","N","부설","주간","20160312","20160312","4611015800","전라남도 목포시 상동",".","","58696","전라남도 목포시 백년대로280번길 24","(상동)","344805.3","1262509.1","061-283-0236","061-283-0215","http://mpjoongang.ms.jne.kr","남녀공학"
"경상북도교육청","경상북도경산교육지원청","경상북도 경산시","S150003799","영남삼육중학교","09","사립","","N","병설","주간","19521105","20020901","4729035032","경상북도 경산시 남산면 송내리","70번지.","712862","38572","경상북도 경산시 남산면 서원길 58-31","(남산면, 영남삼육중,고등학교)","35.787767","128.828937","053-852-3662","053-852-3669","http://school.gyo6.net/yn36ms","남녀공학"
"경상북도교육청","경상북도교육청","경상북도 문경시","S150006422","글로벌선진학교문경캠퍼스(중)","09","사립","","N","단설","주간","20110301","20110301","4728031000","경상북도 문경시 영순면","841-1.","745853","36941","경상북도 문경시 영순면 영순로 366","(영순면, 글로벌선진학교)","36.57605","128.243585","054-559-7000","054-559-7129","www.gvcs-mg.org","남녀공학"
"경상북도교육청","경상북도영천교육지원청","경상북도 영천시","S150006446","산자연중학교","09","사립","","N","단설","주간","20131123","20140301","4723034032","경상북도 영천시 화북면 오산리","775번지 .","770821","38813","경상북도 영천시 화북면 오공길 189","(화북면, 산자연중학교)","36.0802409","128.9239142","054-338-0530","054-338-0531","http://school.gyo6.net/sanjayeon","남녀공학"
"경상북도교육청","경상북도영천교육지원청","경상북도 영천시","S150006447","나무와중학교","09","사립","","N","단설","주간","20080907","20140301","4723040024","경상북도 영천시 대창면 어방리","나무와중학교.","770913","38913","경상북도 영천시 대창면 금창로 1095-60","(어방리, 나무와중학교)","35.86858330237","128.941214589113","054-337-2337","054-338-5654","http://school.gyo6.net/namuwa","남녀공학"
"경상북도교육청","경상북도교육청","경상북도 김천시","S150006511","링컨중고등학교(중)","09","사립","","N","병설","주간","20170403","20170403","4715044028","경상북도 김천시 대덕면 관기리",".","","39698","경상북도 김천시 대덕면 관기3길 129-505","(대덕면)","35.935972","127.950114","054-430-3865","054-430-3866","http://","남녀공학"
"경상북도교육청","경상북도교육청","경상북도 문경시","S150006419","글로벌선진학교문경캠퍼스","10","사립","일반고등학교","N","단설","주간","20110301","20110301","4728031000","경상북도 문경시 영순면","845-1.","745853","36941","경상북도 문경시 영순면 영순로 366","(영순면, 글로벌선진학교)","36.5771058496993","128.243217138582","054-559-7000","054-559-7129","www.gvcs-mg.org","남녀공학"
"경상북도교육청","경상북도교육청","경상북도 김천시","S150006510","링컨중고등학교","10","사립","","N","병설","주간","20170403","20170403","4715044028","경상북도 김천시 대덕면 관기리",".","","39698","경상북도 김천시 대덕면 관기3길 129-505","(대덕면)","35.935972","127.950114","054-430-3865","054-430-3866","http://lincolnmid.hs.kr","남녀공학"
"경상북도교육청","경상북도교육청","경상북도 경산시","S150006533","대경문화예술고등학교","10","사립","","N","부설","주간","20180301","20180301","4729033033","경상북도 경산시 자인면 단북리",".","","38547","경상북도 경산시 자인면 단북1길 65","(자인면)","35","128","053-850-1197","053-850-1196","http://www.dkcahs.co.kr","남녀공학"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150000754","구미고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부속","주간","19850301","19840301","4719010300","경상북도 구미시 도량동","600번지.","730020","39198","경상북도 구미시 문장로 42","(도량동,구미고등학교)","36.1373652","128.333403","054-452-9117","054-453-8673","","남녀공학"
"경상북도교육청","경상북도교육청","경상북도 김천시","S150000784","김천중앙고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","20020901","20020901","4715011900","경상북도 김천시 양천동","1153번지.","740060","39619","경상북도 김천시 남김천대로 3363","(양천동, 김천중앙고등학교)","36.0861844","128.1043047","054-435-4015","054-435-4014","","남녀공학"
"경상북도교육청","경상북도교육청","경상북도 안동시","S150000892","안동고등학교부설방송통신고등학교","11","공립","","N","부설","주간","19811211","19811211","4717013900","경상북도 안동시 정상동","산127-1번지.","760390","36753","경상북도 안동시 강남로 550","(정상동, 안동고등학교)","36.543825","128.760075","054-858-2945","054-858-2943","http://cyber.hs.kr/achs/andong/","남녀공학"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000983","포항고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","20020901","19750119","4711311200","경상북도 포항시 북구 학산동","288.","791180","37713","경상북도 포항시 북구 아호로 50","(학산동, 포항고등학교)","36.0567371","129.3717485","054-613-4566","054-248-6288","","남녀공학"
"경상북도교육청","경상북도포항교육지원청","경상북도 포항시 북구","S150006527","포항중학교부설방송통신중학교","25","공립","","N","부설","주간","20180310","20180301","4711311200","경상북도 포항시 북구 학산동",".","","37719","경상북도 포항시 북구 학산로 45","(학산동)","36.050465","129.366887","054-614-1993","054-614-1992","http://school.gyo6.net/pohangms/","남녀공학"
"경상남도교육청","경상남도교육청","경상남도 창원시 마산합포구","S160000488","경남전자고등학교","08","사립","특성화고등학교","N","단설","주간","19630220","19630220","4812511900","경상남도 창원시 마산합포구 상남동","46-1.","631857","51273","경상남도 창원시 마산합포구 노산북6길 63",", 경남전자고등학교 (상남동)","35.215206","128.573183","055-246-7183","055-246-8300","http://kyeongnam-el-h.gne.go.kr","남"
"경상남도교육청","경상남도교육청","경상남도 진주시","S160003810","경남꿈키움중학교","09","공립","","N","단설","주간","20140301","20140301","4817037027","경상남도 진주시 이반성면 길성리","가산리 151-1.","660871","52615","경상남도 진주시 이반성면 길성길 1-80","(이반성면)","35.156019","128.321173","055-760-3820","055-760-3809","http://gnkkumkium-m.gne.go.kr/","남녀공학"
"경상남도교육청","경상남도교육청","경상남도 밀양시","S160003906","밀양영화고등학교","10","공립","","N","단설","주간","20170301","20170301","4827036024","경상남도 밀양시 상남면 평촌리",".","","50453","경상남도 밀양시 상남면 평촌중앙로 61-6","(상남면)","35.4","128.7","055-356-7307","055-356-7311","http://myyeonghwa-h.gne.go.kr","남녀공학"
"경상남도교육청","경상남도교육청","경상남도 고성군","S160003923","경남고성음악고등학교","10","공립","일반고등학교","N","단설","주간","20170501","20170301","4882032021","경상남도 고성군 하일면 학림리",".","","52956","경상남도 고성군 하일면 공룡로 987","(하일면)","34.9","128.1","055-672-4455","055-672-7474","http://gngseumak-h.gne.go.kr","남녀공학"
"경상남도교육청","경상남도교육청","경상남도 창원시 마산회원구","S160003976","창원예술학교","10","공립","","N","단설","주간","20180301","20180301","4812710100","경상남도 창원시 마산회원구 구암동",".","","51203","경상남도 창원시 마산회원구 구암북12길 24","(구암동)","35.2","128.6","055-252-9502","055-252-9506","http://cwarts-h.gne.go.kr","남녀공학"
"경상남도교육청","경상남도교육청","경상남도 거창군","S160003988","거창연극고등학교","10","공립","","N","단설","주간","20200201","20200301","4888035021","경상남도 거창군 위천면 장기리",".","","50103","경상남도 거창군 위천면 모동길 11-15","(위천면)","35.757623","127.834299","055-945-5010","055-945-5016","http://gths-h.gne.go.kr","남녀공학"
"경상남도교육청","경상남도교육청","경상남도 김해시","S160003989","금곡무지개고등학교","10","공립","","N","단설","주간","20200301","20200301","4825034032","경상남도 김해시 한림면 금곡리",".","","50847","경상남도 김해시 한림면 금곡로182번길 43","(한림면)","35.345120","128.812662","055-901-1000","055-346-3840","http://kgrb-h.gne.go.kr/","남녀공학"
"경상남도교육청","경상남도교육청","경상남도 남해군","S160003990","남해보물섬고등학교","10","공립","일반고등학교","","단설","주간","20210301","20210301","4884039026","경상남도 남해군 창선면 서대리",".","","52449","경상남도 남해군 창선면 서부로 1058-18","(창선면)","34.897291","127.994031","055-867-8732","055-867-8734","http://bomulseom-h.gne.go.kr/bomulseom-h/main.do","남녀공학"
"경상남도교육청","경상남도교육청","경상남도 창원시 마산합포구","S160000547","마산고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19741231","19741231","4812512800","경상남도 창원시 마산합포구 완월동","27-3.","631150","51259","경상남도 창원시 마산합포구 심온길 33","(완월동, 마산고등학교 부설 방송통신고등학교)","35.2","128.5","055-240-3591","055-240-3505","http://cyber.hs.kr/masan/","남녀공학"
"경상남도교육청","경상남도교육청","경상남도 진주시","S160000661","진주고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19750406","19750406","4817011400","경상남도 진주시 상봉동","987.","660050","52747","경상남도 진주시 의곡길 29","(상봉동,진주고등학교)","35.201002","128.080802","055-746-2613","055-746-5902","http://www.cyber.hs.kr","남녀공학"
"경상남도교육청","창원교육지원청","경상남도 창원시 성산구","S160003862","경원중학교부설방송통신중학교","25","공립","","N","단설","주간","20140309","20140309","4812312500","경상남도 창원시 성산구 중앙동","206.","642050","51519","경상남도 창원시 성산구 두대로 195","(중앙동, 경원중학교)","35.226064","128.663336","055-282-8307","055-263-9994","http://","남녀공학"
"경상남도교육청","진주교육지원청","경상남도 진주시","S160003885","진주중학교부설방송통신중학교","25","공립","","N","부설","주간","20150301","20150301","4817011400","경상남도 진주시 상봉동",".","","52750","경상남도 진주시 의곡길15번길 1","(평안동)","35.1991253","128.0808665","055-746-2248","055-742-4822","http://jinju.ms.kr","남녀공학"
"제주특별자치도교육청","제주특별자치도교육청","제주특별자치도 제주시","S170000155","제주제일고등학교부설방송통신고등학교","11","공립","일반고등학교","N","부설","주간","19750406","19741231","5011012200","제주특별자치도 제주시 노형동","810.","690707","63087","제주특별자치도 제주시 진군길 22","(노형동)","33.4800304","126.4795176","064-740-8200","064-740-8290","http://www.cyber.hs.kr","남녀공학"
